ch_name,co2e_value,co2e_unit,amount,declared_unit,lifecycle_boundary,checked_date_range
"車用汽油(於移動源使用，2013)",3.12E+0,kgCO₂e,1,公升(L),搖籃到大門,2013/01/01～2013/12/31
"天然氣(於固定源使用，2013)",2.59E+0,kgCO₂e,1,立方公尺(m3),搖籃到大門,2013/01/01～2013/12/31
"液化石油氣(於固定源使用，2013)",2.34E+0,kgCO₂e,1,公升(L),搖籃到大門,2013/01/01～2013/12/31
"丙烯腈-丁二烯橡膠",2.74E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"聚丁二烯橡膠",2.99E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"熱可塑性橡膠",3.60E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"聚氨基甲酸乙酯樹脂",3.17E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"聚氨基甲酸脂合成皮(濕式法)",8.30E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"聚氨基甲酸脂合成皮(乾式法)",8.70E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"高密度聚乙烯(HDPE)",2.25E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"發泡聚苯乙烯",1.96E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"甲基丙烯酸甲酯",3.93E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2012/01/01～2012/12/31
"乙烯",1.75E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"乙烯",1.88E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/07/01～2012/12/31
"丙烯",1.75E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"丙烯",1.88E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/07/01～2012/12/31
"丁二烯",1.75E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"丁二烯",1.88E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/07/01～2012/12/31
"乙炔",6.08E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"氫氣",6.97E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"氧氣",1.60E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"液氧",3.90E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"碳黑",1.50E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"氨水",1.61E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"馬鈴薯",1.10E-1,kgCO₂e,1,公斤(kg),搖籃至大門,1997/01/01～2001/01/01
"小麥粉",7.20E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2012/01/01～2012/12/31
"再生料-廢鉛蓄電池-ABS塑膠",1.20E-1,kgCO₂e,1,公斤(kg),大門至大門,2013/01/01～2013/12/31
"再生料-廢鉛蓄電池-PP塑膠",1.50E-1,kgCO₂e,1,公斤(kg),大門至大門,2013/01/01～2013/12/31
"再生料-廢鉛蓄電池-鉛錠",7.60E-1,kgCO₂e,1,公斤(kg),大門至大門,2013/01/01～2013/12/31
"再生料-廢輪胎-橡膠片",6.00E-2,kgCO₂e,1,公斤(kg),大門至大門,2013/01/01～2013/12/31
"再生料-廢輪胎-橡膠粉",1.30E-1,kgCO₂e,1,公斤(kg),大門至大門,2013/01/01～2013/12/31
"再生料-廢乾電池-二氧化錳",3.10E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/09/01～2014/06/30
"再生料-廢乾電池-鋅",1.60E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/09/01～2014/06/30
"再生料-廢乾電池-鐵",2.20E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/09/01～2014/06/30
"再生料-廢照明光源-混合五金廢料",3.00E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢照明光源-蒸餾汞",1.64E+3,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢照明光源-廢玻璃",3.00E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢照明光源-廢塑膠",3.30E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢照明光源-廢鋁",3.00E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢照明光源-廢鐵",3.00E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢容器-PE廢塑膠片",2.00E-1,kgCO₂e,1,公斤(kg),大門到大門,2011/01/01～2011/12/31
"再生料-廢容器-PET廢塑膠片",3.50E-1,kgCO₂e,1,公斤(kg),大門到大門,2011/01/01～2011/12/31
"再生料-廢容器-PP廢塑膠片",3.20E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢容器-PVC廢塑膠片",2.20E-1,kgCO₂e,1,公斤(kg),大門到大門,2012/01/01～2012/12/31
"再生料-廢容器-未發泡PS廢塑膠片",2.00E-1,kgCO₂e,1,公斤(kg),大門到大門,2012/01/01～2012/12/31
"再生料-廢玻璃容器-玻璃砂",1.10E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢紙容器-脫墨紙漿",3.20E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢塑膠容器-發泡PS廢塑膠粒",5.30E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢鋁容器-鋁錠",1.19E+0,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢鐵容器-碎鐵",2.50E-1,kgCO₂e,1,公斤(kg),大門到大門,2011/01/01～2011/12/31
"再生料-廢容器-PE廢塑膠片（含容器廢棄階段）",2.20E-1,kgCO₂e,1,公斤(kg),大門到大門,2011/01/01～2011/12/31
"再生料-廢容器-PET廢塑膠片（含容器廢棄階段）",3.90E-1,kgCO₂e,1,公斤(kg),大門到大門,2011/01/01～2011/12/31
"再生料-廢容器-PP廢塑膠片（含容器廢棄階段）",3.50E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢容器-PVC廢塑膠片（含容器廢棄階段）",2.40E-1,kgCO₂e,1,公斤(kg),大門到大門,2012/01/01～2012/12/31
"再生料-廢容器-未發泡PS廢塑膠片（含容器廢棄階段）",2.20E-1,kgCO₂e,1,公斤(kg),大門到大門,2012/01/01～2012/12/31
"再生料-廢玻璃容器-玻璃砂（含容器廢棄階段）",1.20E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢紙容器-脫墨紙漿（含容器廢棄階段）",3.60E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢塑膠容器-發泡PS廢塑膠粒（含容器廢棄階段）",6.60E-1,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢鋁容器-鋁錠（含容器廢棄階段）",1.23E+0,kgCO₂e,1,公斤(kg),大門到大門,2013/01/01～2013/12/31
"再生料-廢鐵容器-碎鐵（含容器廢棄階段）",2.60E-1,kgCO₂e,1,公斤(kg),大門到大門,2011/01/01～2011/12/31
"尿素",1.65E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"馬口鐵",2.43E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"硝酸銨",1.76E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"瓦楞芯紙(原紙)",7.20E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"中密度纖維板",1.12E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"次氯酸鈉(工業用)",5.10E-1,kgCO₂e,1,公斤(kg),搖籃至大門,～
"亞硫酸鈉",1.08E+0,kgCO₂e,1,公斤(kg),搖籃至大門,～
"硫代硫酸鈉(結晶、無水)",4.99E+0,kgCO₂e,1,公斤(kg),搖籃至大門,～
"氯化鉀(肥料用)",6.10E-1,kgCO₂e,1,公斤(kg),搖籃至大門,～
"氯化鉀(非肥料用)",2.10E-1,kgCO₂e,1,公斤(kg),搖籃到大門,～
"聚酯纖維棉(已精梳，供紡織用)",4.52E+0,kgCO₂e,1,公斤(kg),搖籃至大門,～
"聚醯胺66(尼龍66)",7.21E+0,kgCO₂e,1,公斤(kg),搖籃至大門,～
"石膏",3.50E-1,kgCO₂e,1,公斤(kg),搖籃至大門,～
"生石灰",1.25E+0,kgCO₂e,1,公斤(kg),搖籃至大門,～
"活性沸石",3.47E+0,kgCO₂e,1,公斤(kg),搖籃至大門,～
"矽藻土",1.02E+0,kgCO₂e,1,公斤(kg),搖籃至大門,～
"七星鱸",4.87E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/07/15～2014/07/14
"芝麻油",6.15E+2,gCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"醬油(高蛋白豆片釀造)",8.50E+2,gCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"醬油(黃豆釀造)",1.68E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/09/01～2014/08/31
"醬油(黑豆釀造)",2.22E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/09/01～2014/08/31
"養殖文蛤",4.87E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2014/01/01～2014/12/31
"養殖冷凍白蝦",9.37E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2014/01/01～2014/12/31
"鮮蛋",2.80E-1,kgCO₂e,1,顆,搖籃到墳墓,2014/01/01～2014/12/31
"石質地磚",4.50E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2010/11/01～2011/10/31
"插電感應式水龍頭(H-4100LR)",1.70E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/06/01～2014/05/31
"電池感應式水龍頭(HB-4100LR)",1.94E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/06/01～2014/05/31
"摃丸",1.72E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2011/01/01～2011/12/31
"炊粉",5.70E-1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2012/05/01～2012/07/31
"不鏽鋼廚用雙層置物架(3230S)",1.03E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼掛式砧板刀架(6554S)",5.23E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼牆角架(9020S，大)",3.33E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼雙層牆角架(9022HS)",6.48E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼雙層牆角架含底座(9239S)",7.47E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼雙層牆角架(5326S)",5.76E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼置物毛巾架(9322S，雙管)",1.02E+1,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼置物毛巾架(9310S，單管)",7.53E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼衛生紙架(9307S，抽取式)",2.53E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"不鏽鋼三層牆角架(5327S)",7.87E+0,kgCO₂e,1,公斤(kg),搖籃到墳墓,2013/01/01～2013/12/31
"高速鐵路運輸服務",3.80E-2,kgCO₂e,1,延人公里(pkm),搖籃到墳墓,2013/01/01～2013/12/31
"LED路燈(70W)",6.50E+2,kgCO₂e,1,個,搖籃到墳墓,2012/05/01～2013/04/30
"碳鋼鋼胚(電弧爐製程)",5.30E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"鋼筋",6.60E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"乙烯-乙烯醇共聚物",6.19E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"聚甲基丙烯酸甲酯",4.19E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"酚醛樹脂",2.50E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"硫酸銨",1.68E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"多元氯化鋁(氧化還原置換法)",3.00E-2,kgCO₂e,1,公斤(kg),大門至大門,2013/01/01～2013/12/31
"多元氯化鋁(鋁灰鹽酸法)",5.00E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"鹽酸，32％(電子級)",6.80E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"發煙硫酸",2.20E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"醋酸乙烯單體",3.31E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"聚醯胺絲",8.81E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"聚醯胺粒",7.10E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"聚酯加工絲",5.04E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"聚酯半延伸絲",4.14E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"石膏板",5.10E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2013/12/31
"廢溶劑蒸餾回收處理服務",2.10E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2010/01/01～2010/12/31
"有害事業廢棄物穩定化/固化處理服務",2.90E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2010/01/01～2010/12/31
"PVC塑膠管、PVC板",2.40E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"預拌混凝土(2000psi)",2.55E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"預拌混凝土(2500psi)",3.01E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"預拌混凝土(3000psi)",3.47E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"預拌混凝土(3500psi)",3.70E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"預拌混凝土(4000psi)",3.93E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"預拌混凝土(5000psi)",4.64E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"預拌混凝土(6000psi)",5.33E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"水泥砂漿(1:1)",9.52E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"水泥砂漿粉刷(1:1)",2.14E+1,kgCO₂e,1,平方公尺(m2),搖籃到大門,2012/01/01～2012/12/31
"水泥砂漿(1:2)",6.25E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"水泥砂漿粉刷(1:2)",1.41E+1,kgCO₂e,1,平方公尺(m2),搖籃到大門,2012/01/01～2012/12/31
"水泥砂漿(1:3)",4.37E+2,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"水泥砂漿粉刷(1:3)",9.83E+0,kgCO₂e,1,平方公尺(m2),搖籃到大門,2012/01/01～2012/12/31
"門窗鋁框",3.30E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2012/01/01～2012/12/31
"門窗鋁框",1.44E+1,kgCO₂e,1,平方公尺(m2),搖籃至大門,2012/01/01～2012/12/31
"臺灣鐵路運輸服務(柴聯車)",7.00E+1,gCO₂e,1,延人公里(pkm),搖籃到墳墓,2007/01/01～2012/12/31
"臺灣鐵路運輸服務(電聯車)",5.40E+1,gCO₂e,1,延人公里(pkm),搖籃到墳墓,2007/01/01～2012/12/31
"再生料-廢電子電器暨廢資訊物品-廢鐵",1.20E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢電子電器暨廢資訊物品-廢銅",1.10E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢電子電器暨廢資訊物品-廢鋁",1.50E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢電子電器暨廢資訊物品-廢塑膠",1.30E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢電子電器暨廢資訊物品-廢玻璃",1.20E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢電視機暨廢顯示器-錐管玻璃",1.00E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢冰箱-廢R11冷媒(活性碳冰水機法)",6.38E+0,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢冰箱-廢R11冷媒(液態氮法)",1.60E+1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢冰箱-廢R12冷媒",9.00E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢冷暖氣機-廢R22冷媒",4.80E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢電子電器暨廢資訊物品-廢潤滑油",1.00E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢電子電器暨廢資訊物品-待再處理二次料",1.20E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢壓縮機/廢馬達二次拆解-廢鐵",1.50E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢壓縮機/廢馬達二次拆解-廢銅",1.40E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生料-廢壓縮機/廢馬達二次拆解-廢鋁",1.40E-1,kgCO₂e,1,公斤(kg),搖籃至大門,2013/01/01～2014/12/31
"再生鋁錠",7.00E-1,kgCO₂e,1,公斤(kg),大門至大門,2013/01/01～2013/12/31
"住宿服務",2.60E+0,kgCO₂e,1,每坪-每天,搖籃到墳墓,2012/01/01～2012/12/31
"天然氣(於固定源使用，2012)",7.00E-2,kgCO₂e,1,百萬焦耳(MJ),搖籃到大門,2012/01/01～2012/12/31
"闊葉樹漂白硫酸鹽紙漿",3.70E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/10/01～2013/03/31
"脫墨紙漿(再生料)",1.46E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/10/01～2012/12/31
"再生料-廢機車-碎鐵(鋼)",3.03E-1,kgCO₂e,1,公斤(kg),大門到大門,2012/01/01～2012/12/31
"再生料-廢汽車-碎鐵(鋼)",3.27E-1,kgCO₂e,1,公斤(kg),大門到大門,2012/01/01～2012/12/31
"廢棄物清除處理服務(南部科學工業園區-台南園區)",7.16E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2009/01/01～2009/12/31
"廢棄物掩埋清理服務(南部科學工業園區-台南園區)",7.07E+0,kgCO₂e,1,公噸(mt),搖籃到大門,2009/01/01～2009/12/31
"廢棄物焚化清理服務(南部科學工業園區-台南園區)",7.37E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2009/01/01～2009/12/31
"廢棄物物化清理服務(南部科學工業園區-台南園區)",1.23E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2009/01/01～2009/12/31
"廢棄物固化清理服務(南部科學工業園區-台南園區)",6.49E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2009/01/01～2009/12/31
"國際展覽",0.00E+0,kgCO₂e,1,每平方米‧每小時,搖籃到大門,2011/10/26～2011/10/29
"國際展覽(交通)",0.00E+0,kgCO₂e,1,每人,搖籃到大門,2011/10/26～2011/10/29
"國際會議",3.31E+0,kgCO₂e,1,每人‧每小時,搖籃到大門,2011/10/27～2012/02/17
"國際會議(交通)",0.00E+0,kgCO₂e,1,每人,搖籃到大門,2011/10/27～2012/02/17
"天然氣(於固定源使用，2012)",7.00E-2,kgCO₂e,1,百萬焦耳(MJ),搖籃到大門,2012/01/01～2012/12/31
"液化石油氣(於固定源使用，2012)",2.09E+0,kgCO₂e,1,公升(L),搖籃到大門,2012/01/01～2012/12/31
"液化石油氣(於固定源使用，2012)",8.00E-2,kgCO₂e,1,百萬焦耳(MJ),搖籃到大門,2012/01/01～2012/12/31
"天然氣(於固定源使用，2012)",2.52E+0,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"碳酸氫鈉",2.13E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"燃料油使用(蒸餘油/重油使用，2012)",3.98E+0,kgCO₂e,1,公升(L),搖籃至大門,2012/01/01～2012/12/31
"燃料油使用(蒸餘油/重油使用，2012)",1.00E-1,kgCO₂e,1,百萬焦耳(MJ),搖籃至大門,2012/01/01～2012/12/31
"柴油(未燃燒，2012)",7.40E-1,kgCO₂e,1,公升(L),搖籃至大門,2012/01/01～2012/12/31
"柴油(未燃燒，2012)",2.00E-2,kgCO₂e,1,百萬焦耳(MJ),搖籃至大門,2012/01/01～2012/12/31
"柴油(於固定源使用，2012)",3.42E+0,kgCO₂e,1,公升(L),搖籃至大門,2012/01/01～2012/12/31
"柴油(於固定源使用，2012)",1.00E-1,kgCO₂e,1,百萬焦耳(MJ),搖籃至大門,2012/01/01～2012/12/31
"柴油(於移動源使用，2012)",3.45E+0,kgCO₂e,1,公升(L),搖籃至大門,2012/01/01～2012/12/31
"柴油(於移動源使用，2012)",1.00E-1,kgCO₂e,1,百萬焦耳(MJ),搖籃至大門,2012/01/01～2012/12/31
"車用汽油(未燃燒，2012)",6.50E-1,kgCO₂e,1,公升(L),搖籃到大門,2012/01/01～2012/12/31
"車用汽油(未燃燒，2012)",2.00E-2,kgCO₂e,1,百萬焦耳(MJ),搖籃到大門,2012/01/01～2012/12/31
"車用汽油(於固定源使用，2012)",3.00E+0,kgCO₂e,1,公升(L),搖籃到大門,2012/01/01～2012/12/31
"車用汽油(於固定源使用，2012)",9.00E-2,kgCO₂e,1,百萬焦耳(MJ),搖籃到大門,2012/01/01～2012/12/31
"車用汽油(於移動源使用，2012)",3.10E+0,kgCO₂e,1,公升(L),搖籃到大門,2012/01/01～2012/12/31
"車用汽油(於移動源使用，2012)",1.00E-1,kgCO₂e,1,百萬焦耳(MJ),搖籃至大門,2012/01/01～2012/12/31
"天然氣(於固定源使用，2012)",2.52E+0,kgCO₂e,1,立方公尺(m3),搖籃到大門,2012/01/01～2012/12/31
"自用大客車(柴油)",6.06E-2,kgCO₂e,1,延人公里(pkm),搖籃到大門,2012/01/01～2012/12/31
"自用小客車(汽油)",1.15E-1,kgCO₂e,1,延人公里(pkm),搖籃到大門,2012/01/01～2012/12/31
"營業小客車(汽油)",1.33E-1,kgCO₂e,1,延人公里(pkm),搖籃到大門,2012/01/01～2012/12/31
"機器腳踏車(汽油)",9.51E-2,kgCO₂e,1,延人公里(pkm),搖籃到大門,2012/01/01～2012/12/31
"合成偶氮類有機顏料",5.03E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2013/01/01～2013/12/31
"食用大豆油",1.23E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"自用小客車(汽油)",1.15E-1,kgCO₂e,1,延人公里(pkm),搖籃到大門,2012/01/01～2012/12/31
"營業小客車(汽油)",1.33E-1,kgCO₂e,1,延人公里(pkm),搖籃到大門,2012/01/01～2012/12/31
"營業大客車(市區公車及公路客運-柴油)",9.44E-2,kgCO₂e,1,延人公里(pkm),搖籃到大門,2012/01/01～2012/12/31
"水泥熟料",9.50E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"卜特蘭水泥(乾式)",9.40E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"纖維水泥板/矽酸鈣板",1.12E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"陰離子性有機界面活性劑",2.84E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"陽離子性有機界面活性劑",2.95E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"非離子性有機界面活性劑",2.75E+0,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/01/01
"特製液糖(20公噸)",7.03E+0,kgCO₂e,20,公噸(mt),搖籃到大門,2010/01/01～2010/12/31
"精製二砂(25公斤)",1.47E+1,kgCO₂e,1,包,搖籃到大門,2010/01/01～2010/12/31
"精製細砂(25公斤)",1.55E+1,kgCO₂e,1,包,搖籃到大門,2010/01/01～2010/12/31
"自產二砂(50公斤)",5.80E+1,kgCO₂e,1,包,搖籃到大門,2010/05/01～2011/04/30
"精製特砂(50公斤)",2.96E+1,kgCO₂e,1,包,搖籃到大門,2010/01/01～2010/12/31
"精製特砂太空袋1公噸",6.07E+2,kgCO₂e,1,公噸(mt),搖籃到大門,2010/01/01～2010/12/31
"養殖石斑魚活體",5.83E+3,kgCO₂e,1,公噸(mt),搖籃到墳墓,2013/01/01～2013/12/31
"養殖石斑魚條凍",7.07E+3,kgCO₂e,1,公噸(mt),搖籃到墳墓,2013/01/01～2013/12/31
"養殖吳郭魚冷凍魚片",4.48E+3,kgCO₂e,1,公噸(mt),搖籃到墳墓,2013/05/01～2013/12/31
"盒裝去殼牡蠣",1.10E+3,kgCO₂e,1,公噸(mt),搖籃到大門,2013/05/01～2013/12/31
"廢水處理排放服務(南部科學工業園區管理局-高雄園區)",6.10E-1,kgCO₂e,1,公噸(mt),搖籃到大門,2011/01/01～2011/12/31
"廢水處理排放服務(南部科學工業園區管理局-台南園區)",7.70E-1,kgCO₂e,1,公噸(mt),搖籃到大門,2011/01/01～2011/12/31
"石英晶體振盪器(BB系列)",9.00E-2,kgCO₂e,1,顆,搖籃到大門,2013/01/01～2013/12/31
"石英晶體諧振器車用電子零件(AB系列)",9.00E-2,kgCO₂e,1,顆,搖籃到大門,2012/01/01～2012/12/31
"石英晶體諧振器車用電子零件(AM系列)",9.00E-2,kgCO₂e,1,顆,搖籃到大門,2011/01/01～2011/12/31
"T-12型熱敏CTP版(含顯影劑)",8.39E+0,kgCO₂e,1,平方公尺(m2),搖籃到大門,2012/06/01～2012/08/31
"食用醋(酒粕醋)",6.80E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"食用醋(糯米醋)",4.20E-1,kgCO₂e,1,公斤(kg),搖籃到大門,2012/01/01～2012/12/31
"營業遊覽車(柴油)",4.41E-2,kgCO₂e,1,延人公里(pkm),搖籃到大門,2012/01/01～2012/12/31
"自用大貨車(柴油)",2.24E-1,kgCO₂e,1,延噸公里(tkm),搖籃到大門,2012/01/01～2012/12/31
